genome	domain	taxon_name
2522572151	Bacteria	Bifidobacterium longum D2957
2524023161	Bacteria	Blautia producta DSM 2950
2524023202	Bacteria	Clostridium celatum DSM 1785
2524614654	Bacteria	Solobacterium moorei DSM 22971
2524614760	Bacteria	Leminorella grimontii DSM 5078
2526164609	Bacteria	Shigella dysenteriae 225-75
2526164646	Bacteria	Shigella flexneri 6603-63
2526164649	Bacteria	Shigella flexneri 2850-71
2526164719	Bacteria	Bifidobacterium bifidum BGN4
2528768167	Bacteria	Blautia wexlerae DSM 19850
2529292915	Bacteria	Aeromonas veronii AMC34
2529292917	Bacteria	Aeromonas hydrophila SSU
2529292932	Bacteria	Barnesiella intestinihominis YIT 11860
2529292933	Bacteria	Slackia piriformis YIT 12062
2531839190	Bacteria	Bifidobacterium animalis animalis lactis BS 01
2531839268	Bacteria	Erysipelotrichaceae bacterium sp. 6_1_45
2531839653	Bacteria	Morganella morganii SC01
2534681714	Bacteria	"Anaerostipes hadrus comb. nov. VPI 82-52, DSM 3319"
2534681837	Bacteria	Bacteroides oleiciplenus YIT 12058
2534681855	Bacteria	Lactobacillus rhamnosus ATCC 21052
2534682241	Bacteria	Yokenella regensburgei ATCC 43003
2537561540	Bacteria	Listeria innocua ATCC 33091
2537561695	Bacteria	Clostridioides difficile 70-100-2010
2537561731	Bacteria	Butyricicoccus pullicaecorum 1.2
2537561746	Bacteria	Enterococcus sp. GMD1E
2537561747	Bacteria	Enterococcus sp. GMD2E
2537561748	Bacteria	Enterococcus sp. GMD3E
2537561749	Bacteria	Enterococcus sp. GMD4E
2537561802	Bacteria	Vibrio cholerae O1 PCS-023
2537561919	Bacteria	Clostridium perfringens WAL-14572
2541046972	Bacteria	"Cedecea davisae 005, DSM 4568"
2541047090	Bacteria	Bifidobacterium bifidum ATCC 29521
2541047449	Bacteria	Enterococcus avium ATCC 14025
2541047504	Bacteria	Blautia sp. KLE 1732
2541047533	Bacteria	Vibrio parahaemolyticus NIHCB0603
2545824675	Bacteria	Clostridium butyricum DKU-01
2545824689	Bacteria	Megasphaera sp. NM10
2545824774	Bacteria	Megasphaera sp. BL7
2546825515	Bacteria	Enterococcus faecalis D1 (ENT11)
2546825518	Bacteria	Enterococcus faecalis 12030 (ENT15)
2547132035	Bacteria	Coprobacillus sp. D6
2547132044	Bacteria	Campylobacter jejuni jejuni H22082
2547132112	Bacteria	Bifidobacterium breve DPC 6330
2547132115	Bacteria	Metakosakonia massiliensis JC163
2547132124	Bacteria	Alistipes senegalensis JC50
2547132133	Bacteria	Alistipes timonensis JC136
2547132134	Bacteria	Anaerococcus senegalensis JC48
2547132135	Bacteria	Peptoniphilus senegalensis JC140
2547132136	Bacteria	Brevibacterium senegalense JC43
2547132137	Bacteria	Kurthia massiliensis JC30
2547132138	Bacteria	Bacillus timonensis MM10403188
2547132139	Bacteria	Paenibacillus senegalensis JC66
2547132147	Bacteria	Dielma fastidiosa JC118
2547132148	Bacteria	Senegalimassilia anaerobia JC110
2547132149	Bacteria	Anaerococcus vaginalis PH9
2547132150	Bacteria	Peptoniphilus grossensis ph5
2547132151	Bacteria	Brevibacillus massiliensis phR
2547132152	Bacteria	Enorma massiliensis phI
2547132153	Bacteria	Alistipes obesi ph8
2547132154	Bacteria	Cellulomonas massiliensis JC225
2547132155	Bacteria	Timonella senegalensis JC301
2547132156	Bacteria	Noviherbaspirillum massiliense JC206
2547132161	Bacteria	Bacillus massiliosenegalensis JC6
2547132168	Bacteria	Bacillus massilioanorexius AP8
2547132182	Bacteria	Megasphaera massiliensis NP3
2547132194	Bacteria	Peptoniphilus obesi ph1
2547132195	Bacteria	Kallipyga massiliensis ph2
2547132207	Bacteria	Edwardsiella tarda ATCC 15947
2548876788	Bacteria	Bacteroides faecis MAJ27
2548876846	Bacteria	Salmonella enterica enterica sv. Typhimurium ST1660/06
2548876979	Bacteria	Ruminococcus sp. JC304
2548877057	Bacteria	Salmonella enterica enterica sv. Typhi ST0208
2551306369	Bacteria	Holdemania massiliensis AP2
2551306464	Bacteria	Proteus mirabilis C05028
2551306478	Bacteria	Aeromonas sp. 159
2554235044	Bacteria	Campylobacter jejuni BJ-CJD101
2554235108	Bacteria	Enterococcus raffinosus cftri2200
2554235158	Bacteria	Streptococcus agalactiae GBS10
2554235194	Bacteria	Serratia marcescens MC460
2554235198	Bacteria	Serratia marcescens MC459
2554235199	Bacteria	Serratia marcescens MC458
2554235201	Bacteria	Serratia marcescens MC620
2558309115	Bacteria	Bacteroides sp. 3_2_5
2558860278	Bacteria	Cetobacterium somerae ATCC BAA-474
2558860279	Bacteria	Faecalitalea cylindroides ATCC 27803
2558860945	Bacteria	Enterococcus faecalis 12030
2561511119	Bacteria	Lactobacillus gasseri K7 (Improved draft version of genome Lactobacillus gasseri K7)
2562617078	Bacteria	Subdoligranulum variabile DSM 15176
2562617079	Bacteria	Clostridium sp M62/1
2562617093	Bacteria	Citrobacter youngae ATCC 29220
2562617096	Bacteria	"Blautia hansenii VPI C7-24, DSM 20583"
2562617097	Bacteria	Providencia rettgeri DSM 1131
2562617098	Bacteria	Ralstonia sp. 5_2_56FAA
2562617142	Bacteria	Bacteroides finegoldii DSM 17565
2562617146	Bacteria	Collinsella intestinalis DSM 13280
2562617148	Bacteria	Enterobacter cancerogenus ATCC 35316
2562617155	Bacteria	Helicobacter bilis ATCC 43879
2562617157	Bacteria	Listeria grayi DSM 20601
2562617158	Bacteria	Mitsuokella multacida DSM 20544
2562617159	Bacteria	Roseburia intestinalis L1-82
2562617166	Bacteria	"Prevotella copri CB7, DSM 18205"
2562617173	Bacteria	Bacteroides sp. D2
2562617176	Bacteria	Bilophila wadsworthia 3_1_6
2562617188	Bacteria	Lachnospiraceae bacterium 3_1_57FAA_CT1
2563366727	Bacteria	Clostridium saccharogumia DSM 17460
2563366762	Bacteria	Aneurinibacillus aneurinilyticus ATCC 12856
2563367067	Bacteria	Enterococcus faecalis EnGen0334 D1
2565956545	Bacteria	Coprococcus sp. ART55/1
2565956546	Bacteria	Eubacterium siraeum V10Sc8a
2565956637	Bacteria	Clostridium botulinum 84
2565956817	Bacteria	Klebsiella pneumoniae RYC492
2579778985	Bacteria	Vibrio cholerae sv. O1 bv. El Tor Inaba RND18826
2585428044	Bacteria	Lactonifactor longoviformis DSM 17459
2588253729	Bacteria	Porphyromonas sp. 31_2
2588253744	Bacteria	Bifidobacterium breve JCM 7019
2588253788	Bacteria	"Hafnia alvei Stuart 32011, ATCC 13337"
2588253796	Bacteria	Leminorella grimontii ATCC 33999
2597489878	Bacteria	Clostridium orbiscindens 1_3_50AFAA
2597489879	Bacteria	Collinsella sp. 4_8_47FAA
2597489894	Bacteria	Clostridium senegalense JC122
2597489914	Bacteria	Adlercreutzia equolifaciens DSM 19450
2597490297	Bacteria	Ruminococcus callidus ATCC 27760
2597490298	Bacteria	Clostridium symbiosum ATCC 14940
2597490299	Bacteria	Clostridium sp. ATCC BAA-442
2597490300	Bacteria	"Eubacterium ramulus VPI C6-27, ATCC 29099"
2597490301	Bacteria	Lactobacillus brevis ATCC 14869
2599185228	Bacteria	Marvinbryantia formatexigens I-52
2600254992	Bacteria	Clostridium sp. VPI C48-50
2600255040	Bacteria	Oscillibacter sp. KLE 1728
2600255041	Bacteria	Oscillibacter sp. KLE 1745
2600255042	Bacteria	Clostridium sp. KLE 1755
2600255061	Bacteria	Clostridium ihumii AP5
2600255085	Bacteria	Bacteroides timonensis AP1
2602041909	Bacteria	Escherichia albertii GTC 14781
2602042044	Bacteria	Clostridium bolteae WAL-14578 JGI Assembly and Annotation
2619619241	Bacteria	Clostridium saudiense JCC
2627853716	Bacteria	Bifidobacterium longum longum CECT 7347
2636415718	Bacteria	Parabacteroides sp. D26
2636415767	Bacteria	Clostridium citroniae WAL-19142
2636415786	Bacteria	Coprobacillus sp. 8_1_38FAA
2636416159	Bacteria	Aeromicrobium massiliense JC14
2639762926	Bacteria	Dorea sp. D27
2648501653	Bacteria	Bacillus cereus 6/27/S
2648501893	Bacteria	Clostridium clostridioforme WAL-7855
2654587777	Bacteria	Eubacterium sp. 3_1_31
2654587845	Bacteria	Bifidobacterium bifidum NCIMB 41171
2667527550	Bacteria	Intestinimonas butyriciproducens AF211
2671180278	Bacteria	Streptococcus gallolyticus ICDDRB-NRC-S3
2671180477	Bacteria	Numidum massiliense mt3
2671180656	Bacteria	Escherichia coli STEC 771
2671180761	Bacteria	Lactobacillus reuteri DSM 20016
2671180992	Bacteria	Streptococcus equinus ICDDRB-NRC-S6
2681812983	Bacteria	Vibrio fluvialis NBRC 103150
2684623200	Bacteria	Bacteroides ovatus ATCC 8483
2687453147	Bacteria	"Campylobacter hyointestinalis hyointestinalis HG K169, LMG 9260"
2687453156	Bacteria	Streptococcus gallolyticus ICDDRB-NRC-S1
2687453575	Bacteria	Streptococcus infantarius ICDDRB-NRC-S5
2693429916	Bacteria	Bacteroides faecis DSM 24798
2695420967	Bacteria	Bacteroides clarus DSM 22519
2698536368	Bacteria	Shigella sonnei 19904011_1361399
2700989373	Bacteria	Bifidobacterium angulatum DSM 20098
2718218027	Bacteria	Citrobacter amalonaticus FDAARGOS_165
2718218443	Bacteria	Citrobacter sp. FDAARGOS_155
2718218460	Bacteria	Clostridium perfringens FORC_025
2721755583	Bacteria	Hafnia alvei FDAARGOS_158
2721755650	Bacteria	Klebsiella pneumoniae TH1
2740892378	Bacteria	Intestinimonas butyriciproducens ER1
2751185956	Bacteria	Shigella sp. FC2045
2751185957	Bacteria	Shigella sp. FC1882
2751185958	Bacteria	Shigella sp. FC1661
2751185961	Bacteria	Shigella sp. FC569
2751185966	Bacteria	Shigella sp. FC1967
2751185967	Bacteria	Shigella sp. FC1737
2751185969	Bacteria	Shigella sp. FC2928
2751185970	Bacteria	Shigella sp. FC1764
2751185971	Bacteria	Shigella sp. FC1708
2751185972	Bacteria	Shigella sp. FC2833
2751185973	Bacteria	Shigella sp. FC2383
2751185978	Bacteria	Clostridium septicum P1044
2756170247	Bacteria	Intestinimonas butyriciproducens DSM 26588
2757320918	Bacteria	Butyricicoccus sp. K4410.MGS-46
2758568022	Bacteria	Parabacteroides sp. CT06
638208603	Eukaryota	Candida glabrata CBS 138
640281014	Eukaryota	Cryptosporidium hominis TU502
